,country,hazard_type,landslide_type,trigger,fatalities,injuries,latitude,longitude,distance,population,year,month,day,day_of_week,is_weekend,season,total_casualties,affected_area,population_density
4733,55,1,5,13,0.0,0.0,34.637,46.9313,17.59856,61642.0,2013.0,2.0,6.0,2.0,0,0.0,0.0,972.9805058419555,63.35378728544919
4734,54,1,5,13,1.0,0.0,-7.2337,109.0605,15.55859,27814.0,2013.0,2.0,6.0,2.0,0,0.0,0.0,760.4844627676127,36.5740542532285
4735,54,1,5,13,0.0,0.0,2.9832,98.1938,29.07721,0.0,2013.0,2.0,7.0,3.0,0,0.0,0.0,2656.166767298963,0.0
4736,132,1,5,13,0.0,0.0,53.5947,-1.0083,1.75922,6483.0,2013.0,2.0,12.0,1.0,0,0.0,0.0,9.722773758315018,666.7850308103355
4737,5,1,5,13,0.0,0.0,-32.8224,-69.9146,64.02724,56859.0,2013.0,2.0,13.0,2.0,0,0.0,0.0,12878.91969415796,4.414888930924227
4738,89,1,5,8,10.0,3.0,12.1012,121.3734,4.4387,5470.0,2013.0,2.0,14.0,3.0,0,0.0,13.0,61.89583969950629,88.37427566304801
4739,110,1,5,13,1.0,0.0,6.9851,81.0556,0.48672,47587.0,2013.0,2.0,15.0,4.0,0,0.0,0.0,0.7442318592116146,63941.09498404197
4740,110,1,5,13,0.0,0.0,7.4685,80.62009999999998,19.2089,111701.0,2013.0,2.0,15.0,4.0,0,0.0,0.0,1159.190635370186,96.36119943664696
4741,89,1,5,13,5.0,0.0,7.5842,125.8331,1.07073,20574.0,2013.0,2.0,17.0,6.0,1,0.0,0.0,3.601718899293117,5712.272549653419
4742,54,1,5,13,15.0,0.0,1.4808,124.868,2.59601,451893.0,2013.0,2.0,17.0,6.0,1,0.0,0.0,21.172034588359526,21343.862731475634
4743,26,1,5,13,5.0,0.0,26.6582,107.9327,60.02544,91136.0,2013.0,2.0,18.0,0.0,0,0.0,0.0,11319.326240194794,8.051362604637822
4744,53,1,5,13,3.0,2.0,28.1193,95.1645,16.99553,25581.0,2013.0,2.0,18.0,0.0,0,0.0,5.0,907.4428804078061,28.1902040914177
4745,53,1,5,13,2.0,0.0,-8.198,115.1374,3.78628,0.0,2013.0,2.0,18.0,0.0,0,0.0,0.0,45.037609137036064,0.0
4746,26,1,9,8,5.0,0.0,26.6579,107.9326,59.99456,91136.0,2013.0,2.0,19.0,1.0,0,0.0,0.0,11307.682814210028,8.059653025062934
4747,133,1,5,16,0.0,0.0,36.6468,-111.633,31.6121,1443.0,2013.0,2.0,20.0,2.0,0,0.0,0.0,3139.4716588632577,0.4596314784133081
4748,26,1,5,13,1.0,0.0,30.8796,119.4211,2.05964,0.0,2013.0,2.0,20.0,2.0,0,0.0,0.0,13.32700338170025,0.0
4749,89,1,5,13,0.0,0.0,11.8006,125.3731,6.20499,2276.0,2013.0,2.0,20.0,2.0,0,0.0,0.0,120.9572890169964,18.816559287139665
4750,89,1,5,13,4.0,0.0,8.4966,123.3034,2.96613,4172.0,2013.0,2.0,22.0,4.0,0,0.0,0.0,27.63950338576703,150.943377736243
4751,89,1,5,14,0.0,0.0,33.4372,75.20269999999998,2.29119,3278.0,2013.0,2.0,22.0,4.0,0,0.0,0.0,16.491952791780182,198.76360558306962
4752,89,1,5,13,0.0,0.0,7.82217276,126.1463682,0.5148,51393.0,2013.0,2.0,23.0,5.0,1,0.0,0.0,0.8325818691254196,61727.262994551456
4753,89,1,5,13,0.0,0.0,6.8426,125.4137,0.6295,0.0,2013.0,2.0,25.0,0.0,0,0.0,0.0,1.2449197062361905,0.0
4754,89,1,5,13,0.0,0.0,6.9898,126.3173,2.11756,2829.0,2013.0,2.0,26.0,1.0,0,0.0,0.0,14.087091065123012,200.82215603788293
4755,72,1,5,13,0.0,0.0,4.585,101.0334,5.4937,673318.0,2013.0,3.0,1.0,4.0,0,1.0,0.0,94.81559009000988,7101.342715483909
4756,7,1,5,13,0.0,0.0,-29.7736,151.1112,0.06554,8561.0,2013.0,3.0,3.0,6.0,1,1.0,0.0,0.013494684854116668,634397.9198142145
4757,127,1,5,13,0.0,0.0,37.2506,43.6143,0.28892,8843.0,2013.0,3.0,7.0,3.0,0,1.0,0.0,0.26224371288236414,33720.54148717283
4758,133,1,5,4,0.0,0.0,40.6634,-75.23099999999998,1.78114,1257.0,2013.0,3.0,12.0,1.0,0,1.0,0.0,9.96657608607304,126.12154757504834
4759,132,1,5,13,0.0,0.0,51.9565,0.9666,4.23473,1633.0,2013.0,3.0,13.0,2.0,0,1.0,0.0,56.337986821262604,28.98577127331229
4760,92,1,5,13,2.0,0.0,37.7479,-25.2026,9.98252,1599.0,2013.0,3.0,14.0,3.0,0,1.0,0.0,313.0619244821762,5.107615698219593
4761,54,1,5,13,3.0,0.0,-2.5015,140.7206,3.57224,134895.0,2013.0,3.0,17.0,6.0,1,1.0,0.0,40.0895453502563,3364.8423503295626
4762,17,1,5,13,31.0,0.0,-22.5221,-43.2192,4.58531,272691.0,2013.0,3.0,18.0,0.0,0,1.0,0.0,66.0521985294551,4128.416707861694
4763,133,1,5,13,0.0,0.0,37.8868,-84.4427,11.48269,28015.0,2013.0,3.0,18.0,0.0,0,1.0,0.0,414.2258074886469,67.63219358506008
4764,133,1,5,13,0.0,0.0,47.8634,-122.282,3.48334,15473.0,2013.0,3.0,21.0,3.0,0,1.0,0.0,38.11900943784725,405.9129612281402
4765,23,1,5,0,0.0,0.0,49.3478,-123.1897,2.69537,42694.0,2013.0,3.0,21.0,3.0,0,1.0,0.0,22.823731691152098,1870.5968234173931
4766,133,1,5,14,0.0,0.0,48.0389,-122.4035,0.24476,1035.0,2013.0,3.0,22.0,4.0,0,1.0,0.0,0.18820482869140204,5499.327552839153
4767,132,1,5,13,1.0,0.0,50.3625,-4.4558,0.53718,5398.0,2013.0,3.0,22.0,4.0,0,1.0,0.0,0.906545366402429,5954.473102015446
4768,54,1,5,13,0.0,0.0,-6.6234,106.7087,7.64469,207212.0,2013.0,3.0,25.0,0.0,0,1.0,0.0,183.5987122384137,1128.6135805294923
4769,54,1,5,13,6.0,0.0,-6.9889,107.4471,9.26253,150932.0,2013.0,3.0,25.0,0.0,0,1.0,0.0,269.5312515407161,559.9795910018985
4770,54,1,5,13,0.0,0.0,-6.9373,107.474,10.44548,493698.0,2013.0,3.0,25.0,0.0,0,1.0,0.0,342.7730559628346,1440.3057399398674
4771,54,1,5,13,0.0,0.0,-6.8907,107.6169,1.47078,1699719.0,2013.0,3.0,25.0,0.0,0,1.0,0.0,6.7958737767603665,250110.4428708601
4772,54,1,5,13,0.0,0.0,-6.9758,108.1008,3.81355,0.0,2013.0,3.0,25.0,0.0,0,1.0,0.0,45.688695933568475,0.0
4773,54,1,5,13,0.0,0.0,-6.622,106.7161,7.62936,207212.0,2013.0,3.0,25.0,0.0,0,1.0,0.0,182.86310459107597,1133.153680527156
4774,133,1,5,12,0.0,0.0,39.1058,-122.909,1.96659,3314.0,2013.0,3.0,25.0,0.0,0,1.0,0.0,12.150034906132124,272.7564180352621
4775,26,1,5,13,0.0,0.0,27.6969,111.9933,4.16201,150684.0,2013.0,3.0,26.0,1.0,0,1.0,0.0,54.419696000576536,2768.9239572085007
4776,17,1,5,12,6.0,0.0,-0.0568,-51.1818,0.1702,83927.0,2013.0,3.0,28.0,3.0,0,1.0,0.0,0.09100578165289526,922216.1325980979
4777,7,1,5,13,0.0,0.0,-25.4003,152.9012,11.1117,8007.0,2013.0,3.0,28.0,3.0,0,1.0,0.0,387.89205817726025,20.642340649163106
4778,26,1,5,14,83.0,0.0,29.6699,91.1549,5.75462,118721.0,2013.0,3.0,29.0,4.0,0,1.0,0.0,104.035886982408,1141.1543020734296
4779,133,1,5,13,0.0,0.0,48.2632,-124.3011,35.34908,3532.0,2013.0,4.0,6.0,5.0,1,1.0,0.0,3925.6005266669954,0.8997349516352395
4780,133,1,5,13,0.0,0.0,48.2632,-124.3011,35.34908,3532.0,2013.0,4.0,7.0,6.0,1,1.0,0.0,3925.6005266669954,0.8997349516352395
4781,133,1,5,13,0.0,0.0,47.9476,-122.3046,0.34029,20254.0,2013.0,4.0,7.0,6.0,1,1.0,0.0,0.3637878970342101,55675.29916503886
4782,92,1,5,13,0.0,0.0,41.4497,-8.2594,0.94026,40604.0,2013.0,4.0,3.0,2.0,0,1.0,0.0,2.777447091572679,14619.180370060161
4783,92,1,5,13,0.0,0.0,39.2376,-8.6859,0.52296,29385.0,2013.0,4.0,3.0,2.0,0,1.0,0.0,0.8591852577336845,34201.00581975798
4784,53,1,5,13,0.0,0.0,28.8254,96.1509,98.33608,0.0,2013.0,4.0,7.0,6.0,1,1.0,0.0,30379.152673200333,0.0
4785,65,1,5,13,1.0,0.0,-0.8012,36.9613,13.04676,4319.0,2013.0,4.0,8.0,0.0,0,1.0,0.0,534.7554502260007,8.076589024337546
4786,133,1,5,13,0.0,0.0,47.88901904,-122.3275065,0.34029,20254.0,2013.0,4.0,8.0,0.0,0,1.0,0.0,0.3637878970342101,55675.29916503886
4787,58,1,5,13,0.0,5.0,43.3135,12.3009,4.07336,4410.0,2013.0,4.0,8.0,0.0,0,1.0,0.0,52.12612743048673,84.60248664896496
4788,133,1,5,8,0.0,0.0,40.5377,-112.1388,9.5519,21785.0,2013.0,4.0,10.0,2.0,0,1.0,0.0,286.63512372757134,76.00254887361702
4789,106,1,5,13,0.0,0.0,-9.5744,160.1445,26.44877,56298.0,2013.0,4.0,13.0,5.0,1,1.0,0.0,2197.6616651767777,25.617228025621245
4790,133,1,5,4,0.0,0.0,40.469,-79.6774,4.82123,20079.0,2013.0,4.0,15.0,0.0,0,1.0,0.0,73.02399241058718,274.96442384446925
4791,133,1,5,13,0.0,0.0,37.4996,-82.4902,3.38725,6903.0,2013.0,4.0,17.0,2.0,0,1.0,0.0,36.04494569758752,191.51090024979607
4792,133,1,6,13,0.0,0.0,41.6737,-91.5322,1.40658,67862.0,2013.0,4.0,17.0,2.0,0,1.0,0.0,6.215538323737899,10918.121080651494
4793,133,1,5,13,0.0,0.0,36.8529,-83.3698,1.40599,1461.0,2013.0,4.0,17.0,2.0,0,1.0,0.0,6.2103251136805735,235.2533842039282
4794,65,1,6,13,2.0,0.0,-1.0828,35.8666,0.87718,36061.0,2013.0,4.0,17.0,2.0,0,1.0,0.0,2.417281981483057,14917.994787631587
4795,133,1,5,13,0.0,0.0,36.8502,-83.316,0.94084,1745.0,2013.0,4.0,17.0,2.0,0,1.0,0.0,2.7808746885382667,627.5004074049947
4796,133,1,6,13,0.0,0.0,41.2581,-89.2025,2.1294,1427.0,2013.0,4.0,18.0,3.0,0,1.0,0.0,14.24506293022231,100.17505763154463
4797,133,1,6,13,0.0,0.0,40.6535,-89.5556,2.39991,23402.0,2013.0,4.0,18.0,3.0,0,1.0,0.0,18.09421654209776,1293.3414356765998
4798,54,1,5,13,3.0,0.0,-6.5909,106.7987,1.12473,800000.0,2013.0,4.0,19.0,4.0,0,1.0,0.0,3.9741699136846305,201299.89843798205
4799,65,1,5,16,0.0,0.0,-0.7755,37.0386,10.58017,4661.0,2013.0,4.0,20.0,5.0,1,1.0,0.0,351.6698729371741,13.253907595413182
4800,62,1,5,13,0.0,0.0,35.005,137.9084,19.18035,20280.0,2013.0,4.0,20.0,5.0,1,1.0,0.0,1155.747408706258,17.547086713957164
4801,65,1,5,13,0.0,0.0,-0.5605,37.0488,9.79727,4468.0,2013.0,4.0,21.0,6.0,1,1.0,0.0,301.55048152503133,14.8167563102668
4802,78,1,5,13,0.0,0.0,-41.0387,172.9486,11.96502,7485.0,2013.0,4.0,21.0,6.0,1,1.0,0.0,449.7557563064161,16.642366206649527
4803,65,1,5,13,1.0,0.0,-0.1799,36.5229,18.90016,47795.0,2013.0,4.0,22.0,0.0,0,1.0,0.0,1122.2273122216036,42.58941079003256
4804,65,1,5,13,0.0,0.0,-0.6772,34.7716,0.74398,28547.0,2013.0,4.0,22.0,0.0,0,1.0,0.0,1.7388911385567458,16416.7838727924
4805,65,1,5,13,0.0,0.0,-0.8425,34.6812,6.92043,1842.0,2013.0,4.0,22.0,0.0,0,1.0,0.0,150.4582592739428,12.242598105872197
4806,65,1,5,13,1.0,0.0,-0.9789,36.1529,34.39049,36061.0,2013.0,4.0,22.0,0.0,0,1.0,0.0,3715.579860303839,9.705349193342634
4807,37,1,5,13,14.0,0.0,0.7793,-79.5864,21.26652,165216.0,2013.0,4.0,23.0,1.0,0,1.0,0.0,1420.832002212034,116.28116465759648
4808,133,1,5,13,0.0,0.0,35.8568,-82.6957,6.68251,872.0,2013.0,4.0,25.0,3.0,0,1.0,0.0,140.29077272930147,6.215661821769066
4809,53,1,6,13,1.0,0.0,34.2946,75.48319999999998,34.59631,7750.0,2013.0,4.0,26.0,4.0,0,1.0,0.0,3760.186904546888,2.0610677598575102
4810,125,1,5,13,0.0,0.0,11.1954,-60.6764,6.35974,17000.0,2013.0,4.0,26.0,4.0,0,1.0,0.0,127.06577653779343,133.78897499551073
4811,26,1,5,13,8.0,0.0,27.401,105.2866,10.97828,77645.0,2013.0,4.0,27.0,5.0,1,1.0,0.0,378.6330145234973,205.06663978500345
4812,65,1,5,13,6.0,0.0,-1.1679,36.6905,8.7572,6317.0,2013.0,4.0,27.0,5.0,1,1.0,0.0,240.92419107498398,26.219865974496226
4813,109,1,5,13,0.0,0.0,37.356,-2.0371,1.55252,2317.0,2013.0,4.0,28.0,6.0,1,1.0,0.0,7.572238422429308,305.9861392025035
4814,133,1,5,13,0.0,0.0,39.485,-82.07899999999998,2.06907,1791.0,2013.0,4.0,29.0,0.0,0,1.0,0.0,13.449317318495538,133.16661043732026
4815,133,1,5,13,0.0,0.0,35.6172,-83.0299,2.06558,1171.0,2013.0,4.0,29.0,0.0,0,1.0,0.0,13.403984361128117,87.36208342617354
4816,133,1,6,13,0.0,0.0,28.5529,-81.7737,0.39179,28742.0,2013.0,4.0,30.0,1.0,0,1.0,0.0,0.48223260025097103,59601.94309767037
4817,133,1,5,16,1.0,0.0,46.8235,-122.3009,5.53362,2758.0,2013.0,4.0,1.0,0.0,0,1.0,0.0,96.19855252224119,28.669870051967237
4818,26,1,5,13,0.0,0.0,22.2805,109.9731,1.07639,0.0,2013.0,5.0,1.0,2.0,0,1.0,0.0,3.6398977298211235,0.0
4819,110,1,5,13,0.0,0.0,6.8196,80.8448,13.90279,4721.0,2013.0,5.0,4.0,5.0,1,1.0,0.0,607.230809263953,7.774638453741336
4820,96,1,5,13,0.0,0.0,-1.6649,29.8353,27.63311,70593.0,2013.0,5.0,5.0,6.0,1,1.0,0.0,2398.884864767308,29.42742314848342
4821,133,1,6,13,1.0,0.0,35.6194,-82.3219,0.17766,7848.0,2013.0,5.0,6.0,0.0,0,1.0,0.0,0.09915832642965926,79146.1522453911
4822,26,1,5,13,2.0,0.0,28.5833,112.3735,2.27348,0.0,2013.0,5.0,6.0,0.0,0,1.0,0.0,16.237985481279114,0.0
4823,133,1,5,13,0.0,0.0,35.9974,-81.6384,12.88531,18228.0,2013.0,5.0,6.0,0.0,0,1.0,0.0,521.6024415284242,34.94615544088991
4824,133,1,5,13,0.0,0.0,35.5429,-82.7938,4.10329,4227.0,2013.0,5.0,6.0,0.0,0,1.0,0.0,52.894960398366024,79.91309508817736
4825,133,1,6,13,0.0,0.0,35.4462,-82.3746,5.76576,2031.0,2013.0,5.0,6.0,0.0,0,1.0,0.0,104.43906966309264,19.446745423448828
4826,72,1,5,13,0.0,0.0,3.1564,101.7022,2.41996,1453975.0,2013.0,5.0,7.0,1.0,0,1.0,0.0,18.39781500917208,79029.76518000277
4827,133,1,5,13,0.0,0.0,39.1267,-84.53189999999998,4.02153,4407.0,2013.0,5.0,7.0,1.0,0,1.0,0.0,50.808046632777085,86.7382293173415
4828,133,1,6,13,0.0,0.0,36.731,-83.56189999999998,12.36833,1732.0,2013.0,5.0,7.0,1.0,0,1.0,0.0,480.5869802629146,3.6039261801317948
4829,133,1,6,13,0.0,0.0,35.5429,-82.7938,4.10329,4227.0,2013.0,5.0,7.0,1.0,0,1.0,0.0,52.894960398366024,79.91309508817736
4830,133,1,5,13,0.0,0.0,35.4299,-82.2055,0.23032,1192.0,2013.0,5.0,7.0,1.0,0,1.0,0.0,0.16665301551259618,7152.585846308342
4831,53,1,6,13,0.0,0.0,24.2315,92.6755,0.90447,25000.0,2013.0,5.0,7.0,1.0,0,1.0,0.0,2.570030075747168,9727.5126217081
4832,72,1,5,13,0.0,0.0,3.1621,101.684,2.328,1453975.0,2013.0,5.0,8.0,2.0,0,1.0,0.0,17.026125279912783,85396.7051279355
4833,72,1,5,13,0.0,0.0,3.1618,101.6983,2.62642,1453975.0,2013.0,5.0,8.0,2.0,0,1.0,0.0,21.670963786582107,67093.2319540052
4834,53,1,5,13,1.0,0.0,24.0896,91.4663,13.61141,20046.0,2013.0,5.0,8.0,2.0,0,1.0,0.0,582.0443857691735,34.44067237846328
4835,72,1,5,13,0.0,0.0,3.1507,101.7058,2.38508,1453975.0,2013.0,5.0,8.0,2.0,0,1.0,0.0,17.8712847238286,81358.16884285597
4836,133,1,5,13,0.0,0.0,35.3884,-83.4985,6.61994,1424.0,2013.0,5.0,8.0,2.0,0,1.0,0.0,137.67591741808624,10.343130641183086
4837,133,1,5,13,0.0,0.0,0.8734,36.0893,47.00022,7656.0,2013.0,5.0,8.0,2.0,0,1.0,0.0,6939.843140067982,1.1031949635572027
4838,26,1,5,13,3.0,0.0,30.3818,102.8154,1.2952,0.0,2013.0,5.0,9.0,3.0,0,1.0,0.0,5.270156890544688,0.0
4839,72,1,5,13,0.0,0.0,3.1523,101.6832,1.28198,1453975.0,2013.0,5.0,9.0,3.0,0,1.0,0.0,5.163121824783871,281607.72674792807
4840,72,1,5,13,0.0,0.0,3.142,101.6593,3.02853,1453975.0,2013.0,5.0,9.0,3.0,0,1.0,0.0,28.814668846333387,50459.54224752493
4841,72,1,5,13,0.0,0.0,3.0089,101.4169,4.56497,879867.0,2013.0,5.0,9.0,3.0,0,1.0,0.0,65.46749568710436,13439.75343436444
4842,72,1,5,13,0.0,0.0,3.0994,101.677,4.74228,1453975.0,2013.0,5.0,9.0,3.0,0,1.0,0.0,70.65196707530104,20579.398708748617
4843,53,1,5,13,15.0,0.0,23.7281,92.7175,0.10199,265331.0,2013.0,5.0,11.0,5.0,1,1.0,0.0,0.03267872143309415,8119381.308819994
4844,53,1,5,13,0.0,0.0,26.1662,91.7138,3.52578,17516.0,2013.0,5.0,11.0,5.0,1,1.0,0.0,39.053529745608735,448.51259576529156
4845,53,1,5,13,0.0,1.0,26.1771,91.7599,1.62505,899094.0,2013.0,5.0,11.0,5.0,1,1.0,0.0,8.296278617545738,108373.16843464162
4846,53,1,5,13,0.0,0.0,26.1016,91.6906,10.70607,899094.0,2013.0,5.0,11.0,5.0,1,1.0,0.0,360.08914526367863,2496.8650452976863
4847,53,1,6,13,0.0,0.0,24.9926,93.4946,43.86029,7176.0,2013.0,5.0,12.0,6.0,1,1.0,0.0,6043.560449685027,1.187379535580552
4848,133,1,6,13,0.0,0.0,18.3477,-64.7736,2.79535,2743.0,2013.0,5.0,13.0,0.0,0,1.0,0.0,24.548347260531653,111.73868329662018
4849,133,1,5,4,0.0,0.0,36.6195,-83.9526,15.98301,2355.0,2013.0,5.0,13.0,0.0,0,1.0,0.0,802.540605077533,2.9344309622470566
4850,8,1,5,14,0.0,0.0,47.0015,12.5392,0.47633,5076.0,2013.0,5.0,14.0,1.0,0,1.0,0.0,0.7127968019472526,7121.244071428406
4851,132,1,5,13,0.0,0.0,53.0586,-3.0939,2.03449,18111.0,2013.0,5.0,15.0,2.0,0,1.0,0.0,13.003521850119583,1392.7765269093964
4852,133,1,6,13,0.0,0.0,35.6357,-82.24339999999998,7.32191,7848.0,2013.0,5.0,15.0,2.0,0,1.0,0.0,168.42193213297062,46.59725666728448
4853,26,1,5,13,0.0,0.0,25.3919,114.8246,11.21028,0.0,2013.0,5.0,16.0,3.0,0,1.0,0.0,394.80513528831614,0.0
4854,133,1,5,13,0.0,0.0,34.3426,-84.02259999999998,12.44051,2536.0,2013.0,5.0,19.0,6.0,1,1.0,0.0,486.21263673456457,5.215824946533557
4855,54,1,6,13,0.0,0.0,-2.847,102.0873,32.69153,0.0,2013.0,5.0,19.0,6.0,1,1.0,0.0,3357.5335863863697,0.0
4856,26,1,5,4,0.0,0.0,22.3252,114.2393,5.84306,2019533.0,2013.0,5.0,22.0,2.0,0,1.0,0.0,107.25821485760245,18828.702329990865
4857,133,1,5,13,0.0,0.0,35.0972,-82.44799999999998,7.92482,1312.0,2013.0,5.0,22.0,2.0,0,1.0,0.0,197.30072724206238,6.6497474101570155
4858,133,1,9,13,2.0,2.0,44.9179,-93.1255,1.89742,19540.0,2013.0,5.0,22.0,2.0,0,1.0,4.0,11.310370216780699,1727.6180731033332
4859,84,1,5,4,0.0,0.0,35.2959,73.20999999999998,7.3465,0.0,2013.0,5.0,25.0,5.0,1,1.0,0.0,169.5550926710374,0.0
4860,73,1,5,13,7.0,0.0,19.9006,-99.3417,0.64483,33196.0,2013.0,5.0,26.0,6.0,1,1.0,0.0,1.3062922232327892,25412.384311564772
4861,53,1,5,4,0.0,0.0,28.758,77.15,4.95275,20736.0,2013.0,5.0,26.0,6.0,1,1.0,0.0,77.06242761287234,269.0805447262643
4862,84,1,5,13,0.0,0.0,35.8562,74.51009999999998,19.14549,10414.0,2013.0,5.0,26.0,6.0,1,1.0,0.0,1151.550119082559,9.043462223161285
4863,133,1,5,13,0.0,0.0,39.7245,-91.3681,1.97078,17916.0,2013.0,5.0,27.0,0.0,0,1.0,0.0,12.201863583204611,1468.3003032963484
4864,133,1,5,4,0.0,0.0,48.0955,-122.4937,8.96791,1035.0,2013.0,5.0,27.0,0.0,0,1.0,0.0,252.65759330410458,4.096453173897884
4865,85,1,5,4,0.0,0.0,9.5676,-79.6667,2.67409,1274.0,2013.0,5.0,28.0,1.0,0,1.0,0.0,22.46476668956234,56.7110274326566
4866,85,1,5,4,0.0,0.0,9.3381,-79.8897,0.7476,3302.0,2013.0,5.0,28.0,1.0,0,1.0,0.0,1.7558542296650201,1880.5661336875053
4867,85,1,5,4,0.0,0.0,9.3581,-79.9029,0.20365,76643.0,2013.0,5.0,28.0,1.0,0,1.0,0.0,0.13029228528596026,588238.9723365972
4868,89,1,5,4,4.0,0.0,8.4966,123.3034,2.96613,4172.0,2013.0,5.0,28.0,1.0,0,1.0,0.0,27.63950338576703,150.943377736243
4869,133,1,5,13,0.0,0.0,45.5833,-122.7689,7.27936,14546.0,2013.0,5.0,29.0,2.0,0,1.0,0.0,166.47011076182642,87.37904920848753
4870,133,1,5,4,0.0,0.0,39.9141,-91.411,2.38934,40633.0,2013.0,5.0,29.0,2.0,0,1.0,0.0,17.93518166854447,2265.5471659517107
4871,72,1,5,4,0.0,0.0,5.9872,116.6928,4.87237,19294.0,2013.0,5.0,29.0,2.0,0,1.0,0.0,74.58137634843249,258.69729072659453
4872,133,1,6,4,0.0,0.0,43.0266,-76.3302,2.5486,1213.0,2013.0,5.0,29.0,2.0,0,1.0,0.0,20.405781415942602,59.443937738758144
4873,89,1,5,4,0.0,0.0,7.2549,126.1557,27.00313,2221.0,2013.0,5.0,30.0,3.0,0,1.0,0.0,2290.752067235138,0.9695505819975855
4874,72,1,5,4,0.0,0.0,5.8544,116.2981,22.53996,71585.0,2013.0,5.0,31.0,4.0,0,1.0,0.0,1596.0855092896938,44.85035393364199
4875,77,1,6,13,1.0,2.0,27.7366,85.3305,3.98972,1442271.0,2013.0,5.0,31.0,4.0,0,1.0,3.0,50.007449876090554,28841.122744184868
4876,37,1,5,4,0.0,0.0,-0.1193,-77.7668,45.69792,26582.0,2013.0,5.0,31.0,4.0,0,1.0,0.0,6560.587600224975,4.051771216207593
4877,78,1,5,13,0.0,0.0,-41.3233,174.7681,1.68503,3855.0,2013.0,6.0,1.0,5.0,1,2.0,0.0,8.920006019733192,432.17459623590116
4878,53,1,5,4,0.0,0.0,27.8776,94.25,45.49031,4157.0,2013.0,6.0,1.0,5.0,1,2.0,0.0,6501.112261091558,0.6394290443004942
4879,133,1,6,13,0.0,0.0,44.3507,-103.7826,1.39751,3124.0,2013.0,6.0,1.0,5.0,1,2.0,0.0,6.135637895243778,509.156513688929
4880,117,1,5,13,0.0,0.0,47.2185,8.8888,3.43023,9175.0,2013.0,6.0,2.0,6.0,1,2.0,0.0,36.96548038129764,248.20453854136875
4881,8,1,6,4,1.0,0.0,47.5244,12.4306,0.57065,0.0,2013.0,6.0,2.0,6.0,1,2.0,0.0,1.02303270063053,0.0
4882,8,1,5,4,0.0,0.0,47.2943,12.9525,1.62326,2830.0,2013.0,6.0,2.0,6.0,1,2.0,0.0,8.278011905915413,341.8695252150701
4883,89,1,5,4,3.0,2.0,14.0439,120.9031,2.1661,9720.0,2013.0,6.0,3.0,0.0,0,2.0,5.0,14.74031883285858,659.4158586537851
4884,123,1,5,4,3.0,1.0,16.2109,101.0521,20.7206,17567.0,2013.0,6.0,3.0,0.0,0,2.0,4.0,1348.8216451816365,13.02396062722909
4885,54,1,5,4,5.0,0.0,-6.9274,109.2378,7.88839,75739.0,2013.0,6.0,4.0,1.0,0,2.0,0.0,195.49093349922092,387.42973213282977
4886,89,1,5,13,0.0,0.0,7.7344,125.0969,0.50594,27212.0,2013.0,6.0,5.0,2.0,0,2.0,0.0,0.8041700704583237,33838.61324817891
4887,77,1,6,4,9.0,0.0,27.4513,87.6093,40.97918,22903.0,2013.0,6.0,5.0,2.0,0,2.0,0.0,5275.655159836235,4.341261759176645
4888,133,1,6,4,0.0,0.0,43.0266,-76.3302,2.5486,1213.0,2013.0,6.0,6.0,3.0,0,2.0,0.0,20.405781415942602,59.443937738758144
4889,77,1,5,4,1.0,0.0,28.2717,83.59059999999998,0.08554,23296.0,2013.0,6.0,6.0,3.0,0,2.0,0.0,0.022987321216203588,1013428.2190122625
4890,23,1,6,13,0.0,0.0,52.9903,-119.3106,85.07165999999998,3907.0,2013.0,6.0,7.0,4.0,0,2.0,0.0,22736.294564777916,0.17183978633231448
4891,53,1,5,16,0.0,0.0,26.0977,94.7031,22.32574,33748.0,2013.0,6.0,7.0,4.0,0,2.0,0.0,1565.8912530910327,21.551943618934096
4892,53,1,5,16,0.0,0.0,26.0977,94.7499,20.17679,33748.0,2013.0,6.0,7.0,4.0,0,2.0,0.0,1278.9513375938336,26.38724321090441
4893,133,1,6,15,0.0,0.0,41.386,-71.9558,0.78631,3554.0,2013.0,6.0,7.0,4.0,0,2.0,0.0,1.942394637856161,1829.7002734328914
4894,53,1,5,4,0.0,0.0,27.3721,88.708,10.78558,30700.0,2013.0,6.0,8.0,5.0,1,2.0,0.0,365.4575022191812,84.00429547506685
4895,133,1,6,4,0.0,0.0,39.942,-75.1572,1.27824,1526006.0,2013.0,6.0,10.0,0.0,0,2.0,0.0,5.133040375178907,297290.8624251397
4896,77,1,5,4,0.0,0.0,28.376,83.4946,14.83917,23296.0,2013.0,6.0,10.0,0.0,0,2.0,0.0,691.7817380065819,33.67536134609317
4897,77,1,5,4,0.0,0.0,28.3952,83.5043,16.03029,23296.0,2013.0,6.0,10.0,0.0,0,2.0,0.0,807.295684607567,28.856837022886324
4898,53,1,5,4,1.0,0.0,31.4898,76.7043,5.43578,6690.0,2013.0,6.0,11.0,1.0,0,2.0,0.0,92.82685047155366,72.06966482235782
4899,53,1,5,13,0.0,0.0,31.4881,76.67019999999998,6.68727,6690.0,2013.0,6.0,11.0,1.0,0,2.0,0.0,140.49070416581128,47.61880894343204
4900,53,1,5,4,0.0,0.0,30.7394,78.5306,8.41608,17123.0,2013.0,6.0,12.0,2.0,0,2.0,0.0,222.5202723534098,76.9502922987844
